~~~~~~~~~~ FINAL PARAM VALUES ~~~~~~~~~~
config-filename: config-files/evolve-entrance-positions-4-rows-with-energetics.cfg
env-width: 650
env-height: 800
tunnel-width: 450
tunnel-height: 600
tunnel-x: 100
tunnel-y: 100
flower-initial-nectar: 100
num-bees: 100
bee-max-dir-delta: 0.5
bee-step-length: 15
bee-path-record-len: 0
bee-visual-range: 11
bee-visit-memory-length: 5
bee-prob-visit-nearest-flower: 0.8
bee-forage-duration: 1000
bee-in-hive-duration: 200
bee-initial-energy: 500
bee-energy-depletion-per-step: 1
bee-energy-boost-per-flower: 10
bee-on-flower-duration: 3
bee-energy-min-threshold: 0
bee-energy-max-threshold: 750
num-iterations: 1000
evolve: true
num-trials-per-config: 150
num-configs-per-gen: 100
num-generations: 50
target-heatmap-filename: target-heatmaps/target-heatmap-13x16-4-rows.csv
heatmap-cell-size: 50
visualise: false
vis-cell-size: 1
vis-delay-per-step: 0
vis-bee-path-draw-len: 250
logging: true
log-dir: output
log-filename-prefix: evolve-entrance-positions-4-rows-with-energetics
rng-seed: 4NfabZuAwDTcBNR1wJyB
command-line-quiet: false
Hives:
hive1: (325,750):0
Tunnel Entrances:
(none)
Plant Patches:
patch1: (150,150,50,500):10:0.1:1:4:(100,0)
~~~~~~~~~~
INFO: Initial EMD between uniform target and anti-target heatmaps: 13.499981
INFO: Config output written to file: output/evolve-entrance-positions-4-rows-with-energetics-config-20260107-112007-786c17.cfg
~~~~~~~~~~
INFO: Gen 0 eval_ctr 150 config_num 0: entrances e1:24.631023,124.63103:0 e2:65.23475,165.23474:2 e3:195.54483,295.54483:1 e4:54.727768,154.72777:2, medianEMD 3.5513
INFO: Gen 0 eval_ctr 6150 config_num 40: entrances e1:151.89644,251.89644:3 e2:254.9527,354.9527:2 e3:329.58005,429.58005:2 e4:41.794346,141.79434:0, medianEMD 3.5657
INFO: Gen 0 eval_ctr 6300 config_num 41: entrances e1:128.617,228.617:1 e2:303.23975,403.23975:3 e3:369.17975,469.17975:3 e4:38.472103,138.4721:2, medianEMD 3.5648
INFO: Gen 0 eval_ctr 6450 config_num 42: entrances e1:288.87326,388.87326:2 e2:491.57043,591.57043:3 e3:242.62338,342.62338:2 e4:455.24893,555.2489:1, medianEMD 4.2983
INFO: Gen 0 eval_ctr 6600 config_num 43: entrances e1:386.5263,486.5263:3 e2:51.739117,151.73912:2 e3:351.54315,451.54315:1 e4:318.9908,418.9908:2, medianEMD 4.1112
INFO: Gen 0 eval_ctr 6750 config_num 44: entrances e1:9.462825,109.46282:3 e2:18.07153,118.07153:1 e3:128.34146,228.34146:1 e4:387.81076,487.81076:1, medianEMD 3.2501
INFO: Gen 0 eval_ctr 6900 config_num 45: entrances e1:139.17867,239.17867:0 e2:319.21704,419.21704:3 e3:345.34866,445.34866:0 e4:61.67786,161.67786:2, medianEMD 3.5347
INFO: Gen 0 eval_ctr 7050 config_num 46: entrances e1:83.42842,183.42842:1 e2:79.6083,179.6083:1 e3:109.525085,209.52509:3 e4:191.2227,291.22272:0, medianEMD 3.3854
INFO: Gen 0 eval_ctr 7200 config_num 47: entrances e1:249.43666,349.43665:2 e2:17.813843,117.81384:2 e3:11.540883,111.540886:0 e4:217.0457,317.04572:1, medianEMD 3.6728
INFO: Gen 0 eval_ctr 7350 config_num 48: entrances e1:176.37885,276.37885:0 e2:60.88035,160.88034:2 e3:122.54373,222.54373:2 e4:304.38028,404.38028:2, medianEMD 3.9502
INFO: Gen 0 eval_ctr 7500 config_num 49: entrances e1:226.25821,326.2582:3 e2:126.13044,226.13043:0 e3:257.5735,357.5735:0 e4:460.96634,560.9663:1, medianEMD 3.3079
INFO: Gen 0 eval_ctr 7650 config_num 50: entrances e1:71.79736,171.79736:1 e2:372.08975,472.08975:1 e3:42.280014,142.28001:1 e4:345.83432,445.83432:0, medianEMD 3.8319
INFO: Gen 0 eval_ctr 7800 config_num 51: entrances e1:32.052265,132.05226:2 e2:102.07011,202.0701:0 e3:180.17332,280.17334:3 e4:381.5087,481.5087:1, medianEMD 3.5039
INFO: Gen 0 eval_ctr 7950 config_num 52: entrances e1:79.54442,179.54442:2 e2:56.975456,156.97546:1 e3:174.66217,274.66217:2 e4:42.035248,142.03525:1, medianEMD 4.2178
INFO: Gen 0 eval_ctr 8100 config_num 53: entrances e1:44.842392,144.84239:2 e2:10.771741,110.77174:2 e3:197.23038,297.23038:0 e4:314.10434,414.10434:3, medianEMD 3.7832
INFO: Gen 0 eval_ctr 8250 config_num 54: entrances e1:453.1513,553.1513:3 e2:220.86354,320.86353:3 e3:479.5743,579.57434:1 e4:132.0884,232.0884:2, medianEMD 4.0765
INFO: Gen 0 eval_ctr 8400 config_num 55: entrances e1:343.08624,443.08624:2 e2:299.8605,399.8605:2 e3:21.248556,121.24856:1 e4:315.4858,415.4858:1, medianEMD 3.8458
INFO: Gen 0 eval_ctr 8550 config_num 56: entrances e1:456.43875,556.4387:3 e2:68.949234,168.94923:3 e3:206.01294,306.01294:2 e4:195.9617,295.9617:3, medianEMD 4.0733
INFO: Gen 0 eval_ctr 8700 config_num 57: entrances e1:245.5602,345.56018:1 e2:25.491673,125.49167:0 e3:187.90479,287.9048:3 e4:394.11844,494.11844:3, medianEMD 3.3198
INFO: Gen 0 eval_ctr 8850 config_num 58: entrances e1:178.74113,278.74115:0 e2:397.0831,497.0831:3 e3:371.10565,471.10565:1 e4:282.19247,382.19247:0, medianEMD 3.5137
INFO: Gen 0 eval_ctr 9000 config_num 59: entrances e1:63.20023,163.20023:1 e2:214.76686,314.76685:1 e3:118.068405,218.0684:2 e4:203.70285,303.70285:2, medianEMD 4.2098
INFO: Gen 0 eval_ctr 9150 config_num 60: entrances e1:235.95233,335.95233:3 e2:36.215668,136.21567:3 e3:282.69437,382.69437:3 e4:52.19714,152.19714:1, medianEMD 3.1775
INFO: Gen 0 eval_ctr 9300 config_num 61: entrances e1:162.22507,262.22507:3 e2:35.90832,135.90833:2 e3:153.8276,253.8276:2 e4:212.52505,312.52505:3, medianEMD 4.2340
INFO: Gen 0 eval_ctr 9450 config_num 62: entrances e1:3.8822393,103.88224:0 e2:62.865963,162.86597:0 e3:73.227486,173.22748:2 e4:116.468796,216.4688:2, medianEMD 3.8693
INFO: Gen 0 eval_ctr 9600 config_num 63: entrances e1:370.46494,470.46494:3 e2:260.07602,360.07602:2 e3:193.31184,293.31183:1 e4:434.00763,534.0076:3, medianEMD 3.8671
INFO: Gen 0 eval_ctr 9750 config_num 64: entrances e1:97.6438,197.6438:3 e2:254.68747,354.68747:2 e3:262.32465,362.32465:0 e4:266.93033,366.93033:3, medianEMD 3.3800
INFO: Gen 0 eval_ctr 9900 config_num 65: entrances e1:106.56236,206.56236:1 e2:268.49802,368.49802:2 e3:230.84644,330.84644:3 e4:328.68442,428.68442:3, medianEMD 3.4479
INFO: Gen 0 eval_ctr 10050 config_num 66: entrances e1:335.87393,435.87393:1 e2:87.0163,187.0163:1 e3:310.0652,410.0652:2 e4:406.25974,506.25974:1, medianEMD 3.9316
INFO: Gen 0 eval_ctr 10200 config_num 67: entrances e1:85.92078,185.92078:0 e2:191.07336,291.07336:2 e3:234.08524,334.08524:2 e4:58.8784,158.8784:0, medianEMD 4.2142
INFO: Gen 0 eval_ctr 10350 config_num 68: entrances e1:126.28303,226.28302:0 e2:138.5684,238.5684:2 e3:222.3304,322.33038:1 e4:120.72329,220.7233:0, medianEMD 3.9817
INFO: Gen 0 eval_ctr 10500 config_num 69: entrances e1:471.56976,571.56976:3 e2:183.2563,283.2563:1 e3:121.70915,221.70915:1 e4:378.3088,478.3088:3, medianEMD 3.5653
INFO: Gen 0 eval_ctr 10650 config_num 70: entrances e1:263.7958,363.7958:0 e2:163.275,263.275:2 e3:234.1769,334.17688:0 e4:77.27827,177.27826:0, medianEMD 4.1711
INFO: Gen 0 eval_ctr 10800 config_num 71: entrances e1:143.69907,243.69907:2 e2:96.33272,196.33272:0 e3:298.9276,398.9276:2 e4:119.169395,219.1694:0, medianEMD 4.1436
INFO: Gen 0 eval_ctr 10950 config_num 72: entrances e1:13.115646,113.11565:3 e2:409.43048,509.43048:3 e3:284.9361,384.9361:3 e4:116.349686,216.34969:3, medianEMD 3.6550
INFO: Gen 0 eval_ctr 11100 config_num 73: entrances e1:64.06814,164.06815:1 e2:0.52989465,100.52989:0 e3:339.25427,439.25427:0 e4:149.88074,249.88074:2, medianEMD 4.0219
INFO: Gen 0 eval_ctr 11250 config_num 74: entrances e1:172.82579,272.8258:2 e2:45.882946,145.88295:1 e3:41.45219,141.4522:0 e4:62.67801,162.67801:1, medianEMD 4.1365
INFO: Gen 0 eval_ctr 11400 config_num 75: entrances e1:79.24978,179.24979:2 e2:370.3053,470.3053:1 e3:77.842125,177.84213:2 e4:407.7095,507.7095:3, medianEMD 4.1889
INFO: Gen 0 eval_ctr 11550 config_num 76: entrances e1:55.11636,155.11636:1 e2:272.14886,372.14886:3 e3:467.38193,567.38196:1 e4:323.1104,423.1104:1, medianEMD 3.4646
INFO: Gen 0 eval_ctr 11700 config_num 77: entrances e1:157.42683,257.42682:0 e2:102.5446,202.5446:3 e3:437.9345,537.9345:1 e4:258.52515,358.52515:2, medianEMD 3.5015
INFO: Gen 0 eval_ctr 11850 config_num 78: entrances e1:367.173,467.173:1 e2:318.76892,418.76892:2 e3:199.46104,299.46106:3 e4:268.721,368.721:2, medianEMD 3.7928
INFO: Gen 0 eval_ctr 12000 config_num 79: entrances e1:273.47296,373.47296:1 e2:173.04762,273.0476:0 e3:69.29069,169.29068:2 e4:81.455215,181.45522:0, medianEMD 3.4037
INFO: Gen 0 eval_ctr 12150 config_num 80: entrances e1:327.69232,427.69232:3 e2:76.4386,176.4386:3 e3:8.630137,108.630135:2 e4:224.97809,324.9781:0, medianEMD 3.5094
INFO: Gen 0 eval_ctr 12300 config_num 81: entrances e1:399.43857,499.43857:3 e2:214.72467,314.72467:3 e3:445.59848,545.5985:3 e4:291.70444,391.70444:2, medianEMD 4.0130
INFO: Gen 0 eval_ctr 12450 config_num 82: entrances e1:146.45277,246.45277:0 e2:217.12018,317.12018:1 e3:313.34653,413.34653:0 e4:394.14972,494.14972:1, medianEMD 3.4877
INFO: Gen 0 eval_ctr 12600 config_num 83: entrances e1:116.349075,216.34908:3 e2:269.0208,369.0208:0 e3:425.8675,525.8675:3 e4:334.54184,434.54184:2, medianEMD 3.5431
INFO: Gen 0 eval_ctr 12750 config_num 84: entrances e1:258.935,358.935:1 e2:255.55402,355.55402:0 e3:15.716888,115.71689:0 e4:108.913086,208.91309:1, medianEMD 3.2999
INFO: Gen 0 eval_ctr 12900 config_num 85: entrances e1:89.31865,189.31865:3 e2:202.23712,302.23712:3 e3:356.08524,456.08524:1 e4:259.5216,359.5216:1, medianEMD 3.1844
INFO: Gen 0 eval_ctr 13050 config_num 86: entrances e1:125.3821,225.38211:2 e2:125.174194,225.1742:0 e3:128.82993,228.82993:2 e4:12.374441,112.37444:3, medianEMD 3.8834
INFO: Gen 0 eval_ctr 13200 config_num 87: entrances e1:39.65007,139.65007:3 e2:342.06555,442.06555:0 e3:179.38217,279.38217:2 e4:194.55696,294.55695:0, medianEMD 4.1363
INFO: Gen 0 eval_ctr 13350 config_num 88: entrances e1:381.569,481.569:1 e2:154.75642,254.75642:0 e3:316.60052,416.60052:3 e4:96.06931,196.0693:3, medianEMD 3.3390
INFO: Gen 0 eval_ctr 13500 config_num 89: entrances e1:105.877045,205.87704:1 e2:10.372428,110.37243:2 e3:32.545544,132.54555:0 e4:350.42966,450.42966:1, medianEMD 3.4615
INFO: Gen 0 eval_ctr 13650 config_num 90: entrances e1:327.79776,427.79776:1 e2:187.31046,287.31046:1 e3:11.459338,111.459335:1 e4:263.25876,363.25876:3, medianEMD 3.1794
INFO: Gen 0 eval_ctr 13800 config_num 91: entrances e1:32.648403,132.6484:1 e2:159.5398,259.5398:1 e3:314.74136,414.74136:0 e4:139.8331,239.8331:0, medianEMD 3.5748
INFO: Gen 0 eval_ctr 13950 config_num 92: entrances e1:120.52532,220.52533:2 e2:347.4805,447.4805:3 e3:305.544,405.544:2 e4:394.37607,494.37607:3, medianEMD 4.1608
INFO: Gen 0 eval_ctr 14100 config_num 93: entrances e1:71.44312,171.44312:3 e2:128.50061,228.50061:3 e3:486.23114,586.23114:3 e4:156.23772,256.23773:3, medianEMD 3.8029
INFO: Gen 0 eval_ctr 14250 config_num 94: entrances e1:230.98047,330.98047:2 e2:287.26047,387.26047:0 e3:219.33434,319.33435:3 e4:481.15778,581.1578:3, medianEMD 3.7952
INFO: Gen 0 eval_ctr 14400 config_num 95: entrances e1:273.68134,373.68134:1 e2:248.04863,348.04865:2 e3:426.39426,526.3943:3 e4:143.80629,243.80629:3, medianEMD 3.6652
INFO: Gen 0 eval_ctr 14550 config_num 96: entrances e1:304.0952,404.0952:1 e2:155.14319,255.14319:0 e3:320.07047,420.07047:0 e4:65.16865,165.16864:0, medianEMD 3.3545
INFO: Gen 0 eval_ctr 14700 config_num 97: entrances e1:130.04578,230.04578:2 e2:97.05796,197.05795:1 e3:372.5648,472.5648:3 e4:60.274086,160.27408:0, medianEMD 3.7044
INFO: Gen 0 eval_ctr 14850 config_num 98: entrances e1:120.82601,220.82602:2 e2:96.23372,196.23372:2 e3:82.35912,182.35913:2 e4:206.86548,306.86548:1, medianEMD 3.9971
INFO: Gen 0 eval_ctr 15000 config_num 99: entrances e1:322.59674,422.59674:0 e2:361.42023,461.42023:1 e3:346.2205,446.2205:0 e4:315.9771,415.9771:0, medianEMD 4.0575
INFO: Gen 1 eval_ctr 15150 config_num 0: entrances e1:399.43857,499.43857:3 e2:214.72467,314.72467:3 e3:445.59848,545.5985:3 e4:291.70444,391.70444:2, medianEMD 4.0133
INFO: Gen 1 eval_ctr 15300 config_num 1: entrances e1:439.32968,539.3297:1 e2:60.193867,160.19386:3 e3:260.5256,360.5256:2 e4:206.9482,306.94818:2, medianEMD 4.0279
INFO: Gen 1 eval_ctr 15450 config_num 2: entrances e1:201.98453,301.98453:3 e2:141.83481,241.83481:1 e3:407.85284,507.85284:3 e4:37.731407,137.73141:1, medianEMD 3.1875
INFO: Gen 1 eval_ctr 15600 config_num 3: entrances e1:273.22488,373.22488:0 e2:241.23305,341.23303:0 e3:90.66054,190.66054:2 e4:50.591206,150.5912:3, medianEMD 3.5614
INFO: Gen 1 eval_ctr 15750 config_num 4: entrances e1:399.41772,499.41772:3 e2:172.27176,272.27176:3 e3:98.62727,198.62727:3 e4:218.24333,318.24335:2, medianEMD 4.0046
INFO: Gen 1 eval_ctr 15900 config_num 5: entrances e1:324.8655,424.8655:0 e2:338.06964,438.06964:2 e3:339.58145,439.58145:3 e4:86.926704,186.9267:1, medianEMD 3.5520
INFO: Gen 1 eval_ctr 16050 config_num 6: entrances e1:120.83792,220.83792:3 e2:119.68528,219.68527:3 e3:310.1507,410.1507:2 e4:133.73367,233.73367:0, medianEMD 3.6006
INFO: Gen 1 eval_ctr 16200 config_num 7: entrances e1:84.136696,184.13669:1 e2:272.21323,372.21323:2 e3:124.50136,224.50136:2 e4:76.56097,176.56097:1, medianEMD 3.9368
INFO: Gen 1 eval_ctr 16350 config_num 8: entrances e1:3.8822393,103.88224:0 e2:62.865963,162.86597:0 e3:73.227486,173.22748:2 e4:116.468796,216.4688:2, medianEMD 3.8943
INFO: Gen 1 eval_ctr 16500 config_num 9: entrances e1:248.20862,348.20862:3 e2:141.83481,241.83481:1 e3:407.85284,507.85284:3 e4:37.731407,137.73141:1, medianEMD 3.1997
INFO: Gen 1 eval_ctr 16650 config_num 10: entrances e1:304.0952,404.0952:1 e2:155.14319,255.14319:0 e3:320.07047,420.07047:0 e4:65.16865,165.16864:0, medianEMD 3.3540
INFO: Gen 1 eval_ctr 16800 config_num 11: entrances e1:172.82579,272.8258:2 e2:45.882946,145.88295:1 e3:41.45219,141.4522:0 e4:62.67801,162.67801:1, medianEMD 4.1599
INFO: Gen 1 eval_ctr 16950 config_num 12: entrances e1:273.47296,373.47296:1 e2:173.04762,273.0476:0 e3:69.29069,169.29068:2 e4:81.455215,181.45522:0, medianEMD 3.4033
INFO: Gen 1 eval_ctr 17100 config_num 13: entrances e1:210.3463,310.3463:1 e2:38.554348,138.55435:1 e3:243.9748,343.9748:1 e4:238.51562,338.51562:0, medianEMD 3.5577
INFO: Gen 1 eval_ctr 17250 config_num 14: entrances e1:370.46494,470.46494:3 e2:260.07602,360.07602:2 e3:193.31184,293.31183:1 e4:434.00763,534.0076:3, medianEMD 3.8656
INFO: Gen 1 eval_ctr 17400 config_num 15: entrances e1:172.82579,272.8258:2 e2:45.882946,145.88295:1 e3:41.45219,141.4522:0 e4:62.67801,162.67801:1, medianEMD 4.1294
INFO: Gen 1 eval_ctr 17550 config_num 16: entrances e1:89.31865,189.31865:3 e2:202.23712,302.23712:3 e3:356.08524,456.08524:1 e4:259.5216,359.5216:1, medianEMD 3.2037
INFO: Gen 1 eval_ctr 17700 config_num 17: entrances e1:3.8822393,103.88224:0 e2:62.865963,162.86597:0 e3:73.227486,173.22748:2 e4:116.468796,216.4688:2, medianEMD 3.8833
INFO: Gen 1 eval_ctr 17850 config_num 18: entrances e1:439.32968,539.3297:1 e2:60.193867,160.19386:1 e3:260.5256,360.5256:2 e4:206.9482,306.94818:2, medianEMD 4.1213
INFO: Gen 1 eval_ctr 18000 config_num 19: entrances e1:327.79776,427.79776:1 e2:187.31046,287.31046:1 e3:11.459338,111.459335:1 e4:263.25876,363.25876:3, medianEMD 3.1957
INFO: Gen 1 eval_ctr 18150 config_num 20: entrances e1:239.54599,339.546:2 e2:120.19623,220.19623:3 e3:314.74136,414.74136:2 e4:312.81662,412.81662:0, medianEMD 3.5085
INFO: Gen 1 eval_ctr 18300 config_num 21: entrances e1:89.31865,189.31865:3 e2:202.23712,302.23712:3 e3:356.08524,456.08524:1 e4:259.5216,359.5216:1, medianEMD 3.1833
INFO: Gen 1 eval_ctr 18450 config_num 22: entrances e1:258.935,358.935:1 e2:255.55402,355.55402:0 e3:15.716888,115.71689:0 e4:108.913086,208.91309:1, medianEMD 3.2945
INFO: Gen 1 eval_ctr 18600 config_num 23: entrances e1:141.05486,241.05486:1 e2:32.211132,132.21114:3 e3:304.38998,404.38998:2 e4:135.51384,235.51384:2, medianEMD 3.9178
